image_name,total_balls,average_void_ratio_percent,maximum_void_ratio_percent,balls_over_warning_threshold,warning_threshold_percent,qualitative_verdict,fail_threshold_percent,largest_void_fail_threshold_percent,balls_pass,balls_review,balls_fail,balls_estimated_pads
PCBA2_03.jpg,256,3.5212,15.8939,1,15.0,FAIL,25.0,12.0,255,0,1,0
