image_name,ball_id,center_x,center_y,diameter_px,ball_area_px,void_count,total_void_area_px,largest_void_area_px,void_ratio_percent,largest_void_ratio_percent,quality,is_estimated_pad,confidence
PCBA-1_BGA_15um_fastscan_View 2.jpg,1,1802,1429,82,5281.02,1,52,52,0.9847,0.9847,PASS,False,1.0
PCBA-1_BGA_15um_fastscan_View 2.jpg,2,2167,1598,68,3631.68,0,0,0,0.0,0.0,PASS,False,1.0
